id,label,statement,subject,speaker,job_title,state_info,party,barely_true_counts,false_counts,half_true_counts,mostly_true_counts,pants_on_fire_counts,context,split,label_clean
4721.json,pants-fire,China is trying to develop nuclear capability.,"china,foreign-policy,military,nuclear",herman-cain,,Georgia,republican,4,11,5,3,3,"an interview on ""PBS Newshour""",train,pants-fire
11248.json,mostly-true,African Americans are twice as likely to be arrested and almost four times as likely to experience the use of force during encounters with the police.,"crime,diversity,legal-issues",bernie-s,U.S. Senator,Vermont,independent,18,12,22,41,0,web site,valid,mostly-true
5067.json,half-true,We havent had any legislation which took away one gun in the past 20 years from anybody in this country--not one.,guns,bill-pascrell,U.S. House of Representatives,New Jersey,democrat,0,3,4,4,0,a speech on the House floor,train,half-true
6623.json,half-true,"Ohio has created 45,000 new manufacturing jobs since 2010. And thats due in large part to the fact that the auto rescue has helped Ohio.","economy,jobs",ted-strickland,Former Ohio governor,Ohio,democrat,2,6,7,4,1,"a ""Face the Nation"" interview",train,half-true
4008.json,barely-true,The American people dont want us to raise taxes.,"polls,taxes",john-boehner,Speaker of the House of Representatives,Ohio,republican,13,22,11,4,2,a press conference,train,barely-true
9773.json,barely-true,Congress is on a five-week vacation.,"congress,congressional-rules",rick-perry,Governor,Texas,republican,30,30,42,23,18,speech at Red State Gathering in Fort Worth,train,barely-true
2612.json,pants-fire,Says Tom Barrett supports a government takeover of our health care,"health-care,message-machine",rebecca-kleefisch,Candidate for lieutenant governor,Wisconsin,republican,1,3,4,0,1,a campaign TV ad,train,pants-fire
5203.json,pants-fire,"Rick Santorum says Rick Perry requested 1,200 earmarks as governor of Texas.","congress,federal-budget",rick-santorum,,Pennsylvania,republican,12,16,13,7,5,comment to reporters.,train,pants-fire
10472.json,barely-true,"Every year in the United States between 3,000 and 4,500 severe vaccine reactions are reported to the Centers for Disease Control. Not mild reactions. Severe reactions that land somebody in the hospital, the intensive care unit or cause a permanent disability or death.","health-care,public-health",bob-sears,Pediatrician,,none,1,0,0,0,0,an interview on CNN,train,barely-true
773.json,true,John McCain voted against funding the troops because of . . . a timeline in it to draw down American troops.,iraq,joe-biden,U.S. senator,Delaware,democrat,11,10,21,16,4,"a debate in St. Louis, Mo.",train,true
11969.json,false,This is a test of the fact-checking widget.,candidates-biography,my-city-bikes,,,none,0,1,0,0,1,a test of the fact-checking widget,train,false
6586.json,barely-true,Mitt Romneys platform ...wont protect the mortgage interest (tax) deduction for middle-class families.,"message-machine-2012,taxes",stephanie-cutter,"Co-host on CNN's ""Crossfire""",Massachusetts,democrat,1,1,0,1,0,a campaign email,train,barely-true
12062.json,mostly-true,"Susie Lee and her husband own 17 homes across the country and use their private jet to take vacations, and invest in companies like Walmart, Halliburton and GEO Group.",candidates-biography,culinary-workers-union,,Nevada,labor-leader,0,0,0,1,0,a letter sent to union members,train,mostly-true
9365.json,barely-true,"The Obama administration spent $205,075 in stimulus funds to relocate a shrub that sells for $16.","economy,stimulus",ted-cruz,Senator,Texas,republican,36,33,15,19,8,a report,train,barely-true
2133.json,false,Republican candidate for governor Nathan Deal explicitly voted to fund abortions ...,"abortion,women",erick-erickson,,,republican,1,2,0,0,0,a blog post,train,false
10833.json,mostly-true,Florida sends $135 billion and D.C. returns $150 billion.,"federal-budget,medicaid,state-budget,taxes",debbie-mayfield,,,republican,0,0,0,1,0,a tweet,train,mostly-true
11346.json,true,Tens of thousands of Atlanta households pay more than 30 percent of their income towards rent.,housing,matthew-charles-cardinale,,,none,0,0,0,0,0,an opinion piece in the Saporta Report,train,true
12245.json,pants-fire,Statistics show you are about nine times more likely to be assaulted by a taxi driver in Austin than a driver for a ride-hailing service.,"crime,transportation",ellen-troxclair,"District 8 member, Austin City Council",Texas,none,0,0,0,0,1,a voter forum hosted by the League of Women Voters of the Austin Area,train,pants-fire
11895.json,barely-true,"If the General Assembly does not address the states structural deficit, more than 23,000 education professionals will be immediately yanked out of Pennsylvania schools.",state-budget,tom-wolf,Candidate for governor,Pennsylvania,democrat,1,0,0,0,0,his budget proposal address,test,barely-true
6376.json,true,"There are close to 900,000 unemployed veterans in America right now.","economy,military,veterans",sanford-bishop,Congressman,Georgia,democrat,0,1,0,1,0,an online video of an earlier speech,train,true
643.json,half-true,"Says McCain ""supported George Bush's policies 95 percent of the time.""",bush-administration,joe-biden,U.S. senator,Delaware,democrat,11,10,21,16,4,"a rally in Springfield, Ill.",test,half-true
10710.json,barely-true,"In the early 1980s, Sen. Edward Kennedy secretly offered to help Soviet leaders counter the Reagan administrations position on nuclear disarmament.","bipartisanship,congress,foreign-policy,history",mackubin-thomas-owens,"senior fellow, Foreign Policy Research Institute",Rhode Island,columnist,1,0,0,0,0,a commentary in The Providence Journal,test,barely-true
2007.json,barely-true,"When you were casting your vote for Republicans, Brian Kemp was voting for Democrats.	message-machine,voting-record	doug-macginnitie	Sandy Springs City Councilman	Georgia	republican	1	1	0	0	0	a campaign commercial
789.json	half-true	I want to give every American a $5,000 refundable tax credit.""",health-care,john-mccain,U.S. senator,Arizona,republican,31,39,31,37,8,"a debate in Nashville, Tenn.",train,barely-true
11665.json,mostly-true,"In France, they have a (surveillance) program a thousandfold more invasive than the United States.","homeland-security,terrorism",rand-paul,Candidate for U.S. Senate and physician,Kentucky,republican,7,8,10,12,3,an interview on NBC's 'Meet the Press',train,mostly-true
13126.json,false,You will learn more about Donald Trump by going down to the Federal Elections to see the financial disclosure form than by looking at tax returns.,"candidates-biography,economy,income,job-accomplishments,taxes,transparency,wealth",donald-trump,President-Elect,New York,republican,63,114,51,37,61,a Presidential debate at Hofstra University,train,false
6719.json,half-true,Says U.S. Rep. John Barrow left taxpayers on the hook for $950k study on genetic makeup of ants.,"stimulus,voting-record",national-republican-congressional-committee,,,republican,18,9,8,5,8,a web post,train,half-true
1957.json,half-true,Sen. George LeMieux voted to let oil companies off the hook and overturn pollution rules.,"climate-change,energy,environment,message-machine,oil-spill",florida-conservation-alliance,Environmental group,Florida,none,0,0,1,0,0,a television commercial,train,half-true
11020.json,false,50 percentof murders in Texas have been linked to illegal aliens.,"crime,immigration",gavin-mcinnes,,,none,0,1,0,0,1,"a broadcast of ""The Greg Gutfeld Show""",train,false
5975.json,half-true,Says Paul Workman authored legislation providing amnesty for illegal immigrants.,immigration,ryan-downton,"Attorney, businessman",Texas,republican,0,0,1,0,0,an open letter to voters.,train,half-true
1736.json,mostly-true,What the Arizona law does is make a state crime out of something that already is... a federal crime.,immigration,george-will,Columnist,Maryland,columnist,7,6,3,5,1,a panel discussion on ABC This Week,train,mostly-true
2480.json,half-true,The GOPs Pledge to America includes a 20 percent cut ... for education. ... Eight million kids would have their college aid slashed under this budget.,"education,federal-budget,abc-news-week",david-axelrod,,,democrat,2,1,6,7,0,an interview on ABC's This Week with Christiane Amanpour,train,half-true
3901.json,mostly-true,"Kasichs budget increases state spending from $50.5 billion to $55.6 billion. This is the second largest, two-year spending increase in Ohio history.",state-budget,armond-budish,Minority leader in the Ohio House of Representatives,Ohio,democrat,0,1,2,3,0,a newspaper column,train,mostly-true
4573.json,mostly-true,Says Rick Perry supported a guest worker program to help people who would otherwise be illegal aliens.,immigration,libertarian-national-committee,,,libertarian,0,0,1,1,0,a video posted on its website,valid,mostly-true
4479.json,half-true,"In the month of July alone, EU exports to South Korea increased by over 36 percent. A lot of that is our market share. Those are our farmers and our service providers who are suffering.",trade,rob-portman,U.S. senator from Ohio,Ohio,republican,3,5,11,11,1,a news conference,train,half-true
12650.json,barely-true,You know what (Saddam Hussein) did well? He killed terrorists.,"foreign-policy,terrorism",donald-trump,President-Elect,New York,republican,63,114,51,37,61,"a rally in Raleigh, N.C.",test,barely-true
941.json,mostly-true,A new presidential helicopter is now going to cost as much as Air Force One.,federal-budget,john-mccain,U.S. senator,Arizona,republican,31,39,31,37,8,a White House forum on fiscal responsibility.,train,mostly-true
5117.json,half-true,"More than a quarter of mortgage borrowers are underwater, and 11 percent of all homes are vacant.","economy,housing",marcia-fudge,Representative from Ohio's 11th Congressional District,Ohio,democrat,0,1,2,4,0,a speech in the House of Representatives,train,half-true
1589.json,pants-fire,"My ""border security efforts have led to a 60 percent decrease in border crime.""",crime,rick-perry,Governor,Texas,republican,30,30,42,23,18,a Web post,train,pants-fire
3357.json,true,"We closed that plant down. It was a $27 million-dollar plant, operating full steam, and we closed it down.","education,environment",frederica-wilson,"U.S. Representative, Florida District 17",Florida,democrat,1,0,1,1,0,a Washington Post profile,train,true
11614.json,half-true,It costs a hell of a lot more money to put somebody in jail than send them to the University of Virginia.,"criminal-justice,education",bernie-s,U.S. Senator,Vermont,independent,18,12,22,41,0,a speech.,train,half-true
11224.json,true,There are actually only 30 countries that practice birthright citizenship.,immigration,se-cupp,Co-host of CNN's Crossfire,,republican,0,0,1,0,0,"an interview on ""State of the Union""",train,true
8931.json,barely-true,Says David Jolly supports privatizing Social Security.,social-security,florida-democratic-party,,Florida,democrat,5,4,4,5,3,a robocall to 13th Congressional District voters,train,barely-true
3111.json,pants-fire,Says a Canadian provincial prime minister came to Ohio for his medical treatment because of the delay in Canadian health care which would have endangered his life.,health-care,bill-batchelder,State representative,Ohio,republican,0,1,1,1,3,a speech in the Ohio House of Representatives,train,pants-fire
